datetime,exchange,segment,symbol,scrip_name,side,amount,quantity,price,expiry_date
2024-07-23 10:34:05,FON,FO,NIFTY,NIFTY-PE-24450-25JUL2024,SELL,5206.25,25,208.25,2024-07-25
2024-07-24 13:16:22,FON,FO,NIFTY,NIFTY-CE-24350-25JUL2024,BUY,2075.0,25,83.0,2024-07-25
2024-07-24 13:20:39,FON,FO,NIFTY,NIFTY-CE-24350-25JUL2024,SELL,1875.0,25,75.0,2024-07-25
2024-07-25 14:46:36,FON,FO,NIFTY,NIFTY-PE-24400-25JUL2024,BUY,275.0,25,11.0,2024-07-25
2024-07-26 11:49:13,FON,FO,BANKNIFTY,BANKNIFTY-CE-50800-31JUL2024,BUY,6420.0,15,428.0,2024-07-31
2024-07-26 12:08:24,FON,FO,BANKNIFTY,BANKNIFTY-CE-50800-31JUL2024,SELL,6675.0,15,445.0,2024-07-31
2024-07-29 00:00:00,NSE,EQ,VISESHINFO,VISESH INFOTECNICS LTD,SELL,82.0,200,0.41,
2024-07-29 13:09:49,FON,FO,NIFTY,NIFTY-CE-24850-01AUG2024,BUY,3630.0,25,145.2,2024-08-01
2024-07-29 13:13:47,FON,FO,NIFTY,NIFTY-CE-24850-01AUG2024,SELL,3473.75,25,138.95,2024-08-01
2024-08-01 13:19:53,FON,FO,NIFTY,NIFTY-CE-25000-01AUG2024,BUY,575.0,25,23.0,2024-08-01
2024-08-01 15:25:10,FON,FO,NIFTY,NIFTY-CE-25000-01AUG2024,SELL,275.0,25,11.0,2024-08-01
2024-08-02 13:37:24,FON,FO,BANKNIFTY,BANKNIFTY-CE-51500-07AUG2024,BUY,5644.5,15,376.3,2024-08-07
2024-08-02 13:47:14,FON,FO,BANKNIFTY,BANKNIFTY-CE-51500-07AUG2024,SELL,5853.75,15,390.25,2024-08-07
2024-08-19 12:01:29,FON,FO,NIFTY,NIFTY-CE-24550-22AUG2024,BUY,3152.5,25,126.1,2024-08-22
2024-08-19 12:11:05,FON,FO,NIFTY,NIFTY-CE-24550-22AUG2024,SELL,2988.75,25,119.55,2024-08-22
2024-08-21 11:30:50,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,BUY,2150.0,25,86.0,2024-08-22
2024-08-21 11:30:50,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,BUY,2153.75,25,86.15,2024-08-22
2024-08-21 11:48:55,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,SELL,1938.75,25,77.55,2024-08-22
2024-08-21 13:18:19,FON,FO,NIFTY,NIFTY-CE-24700-22AUG2024,SELL,1925.0,25,77.0,2024-08-22
2024-08-21 13:27:20,FON,FO,NIFTY,NIFTY-PE-24750-22AUG2024,BUY,2250.0,25,90.0,2024-08-22
2024-08-21 13:31:26,FON,FO,NIFTY,NIFTY-PE-24750-22AUG2024,SELL,2025.0,25,81.0,2024-08-22
2024-08-22 11:48:01,FON,FO,NIFTY,NIFTY-CE-24800-22AUG2024,BUY,1995.0,50,39.9,2024-08-22
2024-08-22 13:11:07,FON,FO,NIFTY,NIFTY-CE-24800-22AUG2024,SELL,396.25,25,15.85,2024-08-22
2024-08-22 13:11:07,FON,FO,NIFTY,NIFTY-CE-24800-22AUG2024,SELL,396.25,25,15.85,2024-08-22
2024-08-27 00:00:00,NSE,EQ,GREENPOWER_RE,ORIENT GREEN POWER CO LTD - RE,BUY,0.0,61,0.0,
2024-09-05 13:16:27,FON,FO,NIFTY,NIFTY-PE-25200-05SEP2024,BUY,1000.0,25,40.0,2024-09-05
2024-09-05 14:22:42,FON,FO,NIFTY,NIFTY-PE-25200-05SEP2024,SELL,1200.0,25,48.0,2024-09-05
2024-09-06 13:17:53,FON,FO,NIFTY,NIFTY-PE-24850-12SEP2024,BUY,3763.75,25,150.55,2024-09-12
2024-09-06 13:33:54,FON,FO,NIFTY,NIFTY-PE-24850-12SEP2024,SELL,3467.5,25,138.7,2024-09-12
2024-09-09 13:16:40,FON,FO,NIFTY,NIFTY-CE-24850-12SEP2024,BUY,3325.0,25,133.0,2024-09-12
2024-09-09 13:33:48,FON,FO,NIFTY,NIFTY-CE-24850-12SEP2024,SELL,4278.75,25,171.15,2024-09-12
2024-09-11 10:19:17,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,BUY,2375.0,25,95.0,2024-09-12
2024-09-11 10:39:46,FON,FO,BANKNIFTY,BANKNIFTY-CE-51300-11SEP2024,BUY,2367.0,15,157.8,2024-09-11
2024-09-11 10:46:34,FON,FO,BANKNIFTY,BANKNIFTY-CE-51300-11SEP2024,SELL,1890.75,15,126.05,2024-09-11
2024-09-11 10:47:32,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,SELL,2346.25,25,93.85,2024-09-12
2024-09-11 12:04:22,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,BUY,2951.25,25,118.05,2024-09-12
2024-09-11 12:12:33,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,SELL,2750.0,25,110.0,2024-09-12
2024-09-12 11:10:54,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,BUY,1450.0,25,58.0,2024-09-12
2024-09-12 11:25:50,FON,FO,NIFTY,NIFTY-CE-25000-12SEP2024,SELL,1196.25,25,47.85,2024-09-12
