Date,Open,High,Low,Close,Adj Close,Volume
2022-10-28,1526.000000,1527.949951,1507.000000,1513.250000,1454.531982,3053981
2022-10-31,1530.250000,1546.400024,1530.250000,1537.650024,1477.985352,4542336
2022-11-01,1553.050049,1575.000000,1547.099976,1573.000000,1511.963501,4542692
2022-11-02,1572.000000,1572.750000,1545.000000,1553.300049,1493.028076,2938906
2022-11-03,1538.750000,1543.900024,1521.650024,1530.750000,1471.353027,3174027
2022-11-04,1520.449951,1520.449951,1501.150024,1514.000000,1455.252930,4509682
2022-11-07,1521.400024,1527.900024,1491.099976,1507.449951,1448.957031,4898592
2022-11-09,1529.000000,1529.000000,1501.099976,1511.199951,1452.561646,3334755
2022-11-10,1485.000000,1512.000000,1485.000000,1501.949951,1443.670410,3435763
2022-11-11,1546.650024,1573.500000,1546.650024,1570.099976,1509.176025,7214098
2022-11-14,1575.150024,1591.400024,1568.449951,1585.300049,1523.786377,4908813
2022-11-15,1577.849976,1597.849976,1572.750000,1594.000000,1532.148682,3497614
2022-11-16,1597.150024,1609.000000,1593.500000,1602.800049,1540.607300,4497697
2022-11-17,1597.199951,1602.800049,1582.949951,1587.400024,1525.804810,3469515
2022-11-18,1591.699951,1598.000000,1575.500000,1593.400024,1531.572021,3126064
2022-11-21,1582.099976,1587.849976,1564.050049,1568.199951,1507.349731,3071764
2022-11-22,1569.000000,1588.000000,1562.000000,1585.050049,1523.546021,3399329
2022-11-23,1588.900024,1592.000000,1579.300049,1583.150024,1521.719849,3245067
2022-11-24,1589.000000,1636.000000,1584.750000,1629.800049,1566.559692,5282215
2022-11-25,1631.400024,1644.000000,1613.800049,1635.650024,1572.182617,4563255
2022-11-28,1628.000000,1653.500000,1620.000000,1623.400024,1560.407959,3825766
2022-11-29,1621.199951,1638.750000,1615.050049,1629.050049,1565.838623,3131710
2022-11-30,1619.949951,1645.750000,1613.150024,1634.949951,1571.509766,11868134
2022-12-01,1656.199951,1672.599976,1652.300049,1657.099976,1592.800293,5407928
2022-12-02,1656.000000,1661.800049,1633.949951,1637.900024,1574.345337,4283343
2022-12-05,1638.000000,1644.849976,1623.300049,1639.750000,1576.123535,3824966
2022-12-06,1625.000000,1626.000000,1607.550049,1612.900024,1550.315430,4822398
2022-12-07,1608.000000,1623.800049,1596.699951,1605.500000,1543.202393,4898087
2022-12-08,1605.500000,1623.900024,1598.500000,1620.150024,1557.284058,4206837
2022-12-09,1628.000000,1628.000000,1561.099976,1569.300049,1508.407227,8880658
2022-12-12,1550.000000,1565.949951,1530.050049,1547.199951,1487.164673,8037679
2022-12-13,1547.199951,1577.500000,1541.150024,1572.150024,1511.146606,6135067
2022-12-14,1582.000000,1588.500000,1573.000000,1579.400024,1518.115234,4976020
2022-12-15,1569.300049,1570.000000,1535.250000,1540.500000,1480.724609,6443866
2022-12-16,1525.000000,1549.500000,1512.050049,1522.199951,1463.134644,9630453
2022-12-19,1507.949951,1516.900024,1495.050049,1507.349976,1448.860962,6222740
2022-12-20,1501.000000,1516.000000,1482.449951,1507.300049,1448.812988,7396259
2022-12-21,1515.000000,1521.000000,1502.349976,1509.550049,1450.975586,6236361
2022-12-22,1521.500000,1529.949951,1511.750000,1522.050049,1462.990601,6302640
2022-12-23,1508.699951,1509.900024,1493.000000,1497.099976,1439.008667,6283822
2022-12-26,1500.500000,1509.900024,1496.349976,1502.400024,1444.103149,4115459
2022-12-27,1509.949951,1521.449951,1497.500000,1514.849976,1456.069824,4860076
2022-12-28,1505.099976,1524.949951,1498.500000,1510.150024,1451.552368,5029860
2022-12-29,1504.000000,1521.300049,1501.000000,1517.550049,1458.665283,4624745
2022-12-30,1528.000000,1530.400024,1504.050049,1508.199951,1449.677979,5060544
2023-01-02,1514.000000,1526.500000,1504.050049,1524.000000,1464.864990,3801140
2023-01-03,1519.849976,1532.650024,1515.099976,1522.550049,1463.471191,4551130
2023-01-04,1521.000000,1521.000000,1491.099976,1494.800049,1436.797974,7059590
2023-01-05,1505.900024,1505.900024,1469.250000,1475.199951,1417.958374,9868404
2023-01-06,1470.000000,1475.000000,1446.500000,1448.500000,1392.294556,6443714
2023-01-09,1448.199951,1489.349976,1448.199951,1484.449951,1426.849487,11498717
2023-01-10,1482.000000,1483.900024,1454.050049,1469.750000,1412.719849,7158624
2023-01-11,1470.000000,1494.000000,1464.000000,1471.250000,1414.161743,6173092
2023-01-12,1481.949951,1485.000000,1455.000000,1480.599976,1423.148926,6591385
2023-01-13,1483.500000,1519.400024,1468.000000,1503.650024,1445.304565,11610426
2023-01-16,1510.000000,1528.000000,1502.300049,1525.500000,1466.306763,6073063
2023-01-17,1527.000000,1542.199951,1524.000000,1539.500000,1479.763550,5922644
2023-01-18,1544.750000,1551.849976,1539.599976,1545.400024,1485.434692,5843098
2023-01-19,1539.900024,1549.550049,1526.150024,1538.900024,1479.186768,6165284
2023-01-20,1538.000000,1545.000000,1524.000000,1525.550049,1466.354736,6496429
2023-01-23,1535.000000,1553.300049,1528.099976,1548.000000,1487.933594,4855020
2023-01-24,1560.000000,1568.800049,1549.750000,1551.900024,1491.682373,5200802
2023-01-25,1547.000000,1556.000000,1538.750000,1543.000000,1483.127686,4158617
2023-01-27,1546.000000,1550.949951,1507.400024,1519.150024,1460.203003,6209955
2023-01-30,1528.800049,1544.000000,1520.000000,1538.800049,1479.090698,6964719
2023-01-31,1548.900024,1548.900024,1513.000000,1533.750000,1474.236572,9448126
2023-02-01,1542.199951,1555.050049,1528.050049,1551.099976,1490.913330,6194199
2023-02-02,1552.000000,1586.949951,1552.000000,1583.750000,1522.296387,6916834
2023-02-03,1597.500000,1604.650024,1573.000000,1599.400024,1537.339233,7040194
2023-02-06,1598.000000,1598.000000,1561.599976,1569.849976,1508.935791,4570612
2023-02-07,1569.000000,1576.050049,1555.099976,1562.400024,1501.774902,4336238
2023-02-08,1565.500000,1603.000000,1565.500000,1590.500000,1528.784546,7983338
2023-02-09,1596.199951,1619.750000,1586.050049,1617.000000,1554.256348,6904911
2023-02-10,1612.949951,1616.300049,1596.449951,1608.550049,1546.134155,4786762
2023-02-13,1597.000000,1597.000000,1566.000000,1567.449951,1506.628906,4001199
2023-02-14,1584.699951,1596.000000,1578.150024,1593.250000,1531.427856,5043736
2023-02-15,1584.000000,1599.000000,1576.000000,1597.050049,1535.080444,3465747
2023-02-16,1600.000000,1614.449951,1597.849976,1601.800049,1539.646118,4290289
2023-02-17,1594.000000,1595.000000,1575.500000,1583.800049,1522.344604,2857734
2023-02-20,1584.949951,1603.000000,1582.500000,1592.449951,1530.658813,2417716
2023-02-21,1598.699951,1601.650024,1576.000000,1579.500000,1518.211304,2723288
2023-02-22,1563.000000,1575.000000,1555.300049,1561.800049,1501.198242,3656244
2023-02-23,1569.849976,1569.849976,1548.150024,1550.699951,1490.528809,4766854
2023-02-24,1560.000000,1569.000000,1545.000000,1550.650024,1490.480835,2790986
2023-02-27,1540.000000,1540.000000,1502.000000,1509.300049,1450.735352,4920268
2023-02-28,1515.599976,1524.000000,1481.300049,1487.550049,1429.829346,9679811
2023-03-01,1492.400024,1500.849976,1481.500000,1496.050049,1437.999390,5125043
2023-03-02,1485.000000,1488.599976,1467.300049,1472.150024,1415.026733,4644499
2023-03-03,1486.750000,1489.800049,1473.000000,1479.300049,1421.899536,4615015
2023-03-06,1494.550049,1520.400024,1493.150024,1507.449951,1448.957031,6561742
2023-03-08,1490.550049,1496.000000,1481.099976,1492.699951,1434.779297,4137080
2023-03-09,1495.000000,1498.349976,1474.599976,1480.400024,1422.956787,5104656
2023-03-10,1460.000000,1474.300049,1457.650024,1471.550049,1414.450195,3699580
2023-03-13,1464.199951,1478.300049,1428.000000,1435.099976,1379.414429,8798403
2023-03-14,1441.000000,1448.349976,1411.000000,1420.000000,1364.900391,7402784
2023-03-15,1438.000000,1442.849976,1416.849976,1419.650024,1364.564087,7556182
2023-03-16,1417.800049,1417.800049,1398.699951,1404.099976,1349.617310,7323117
2023-03-17,1430.000000,1442.900024,1411.400024,1420.699951,1365.573120,9090018
2023-03-20,1419.699951,1419.699951,1384.849976,1403.650024,1349.184937,8221829
2023-03-21,1399.000000,1405.000000,1390.000000,1390.699951,1336.737183,8536755
2023-03-22,1403.000000,1407.250000,1382.150024,1389.250000,1335.343506,8356487
2023-03-23,1383.949951,1383.949951,1370.000000,1374.550049,1321.213989,7607718
2023-03-24,1388.000000,1398.949951,1377.500000,1380.650024,1327.077271,7559127
2023-03-27,1386.250000,1395.750000,1374.099976,1388.949951,1335.055176,4170193
2023-03-28,1392.099976,1398.000000,1375.849976,1377.599976,1324.145630,6633366
2023-03-29,1379.000000,1389.900024,1364.550049,1383.550049,1329.864868,8813966
2023-03-31,1404.000000,1429.949951,1393.900024,1427.949951,1372.541748,8711975
2023-04-03,1435.000000,1435.000000,1405.150024,1410.849976,1356.105347,5242764
2023-04-05,1400.000000,1427.500000,1400.000000,1423.550049,1368.312744,7506334
2023-04-06,1416.000000,1428.400024,1410.349976,1421.900024,1366.726563,6948465
2023-04-10,1423.949951,1434.000000,1415.000000,1427.599976,1372.205444,4993788
2023-04-11,1428.900024,1433.349976,1389.000000,1406.150024,1351.587891,6942255
2023-04-12,1413.050049,1431.500000,1400.000000,1428.300049,1372.878296,5831169
2023-04-13,1409.750000,1411.050049,1383.000000,1389.199951,1335.295410,11267238
2023-04-17,1250.300049,1261.150024,1185.300049,1258.300049,1209.474854,53171705
2023-04-18,1269.949951,1269.949951,1253.099976,1259.349976,1210.484009,12430884
2023-04-19,1254.349976,1254.349976,1229.400024,1232.199951,1184.387451,11307230
2023-04-20,1230.699951,1237.849976,1221.400024,1223.400024,1175.928955,8621249
2023-04-21,1228.099976,1233.250000,1220.000000,1227.349976,1179.725708,8691352
2023-04-24,1228.000000,1230.000000,1218.000000,1226.300049,1178.716431,8313774
2023-04-25,1225.949951,1235.500000,1215.000000,1224.900024,1177.370728,6808576
2023-04-26,1228.000000,1233.000000,1220.550049,1227.550049,1179.917969,5680192
2023-04-27,1230.000000,1247.800049,1225.400024,1246.250000,1197.892212,8020704
2023-04-28,1255.699951,1259.000000,1244.949951,1252.750000,1204.140137,10118277
2023-05-02,1254.550049,1279.750000,1254.550049,1277.449951,1227.881592,8886401
2023-05-03,1266.000000,1272.500000,1262.099976,1269.150024,1219.903809,5549783
2023-05-04,1268.949951,1275.800049,1262.500000,1273.550049,1224.132935,4505401
2023-05-05,1279.000000,1279.000000,1254.250000,1259.099976,1210.243652,5373791
2023-05-08,1262.449951,1270.300049,1255.199951,1265.599976,1216.491577,5260842
2023-05-09,1266.000000,1272.000000,1260.699951,1270.699951,1221.393555,4969897
2023-05-10,1276.400024,1276.400024,1259.150024,1263.250000,1214.232788,6515734
2023-05-11,1270.250000,1275.900024,1253.050049,1256.099976,1207.360107,6888461
2023-05-12,1253.349976,1256.000000,1239.050049,1245.199951,1196.883057,8292212
2023-05-15,1249.900024,1268.900024,1245.650024,1258.349976,1209.522827,5534710
2023-05-16,1265.000000,1273.949951,1262.750000,1264.300049,1215.241943,5236469
2023-05-17,1260.599976,1260.949951,1242.449951,1246.900024,1198.517212,10465667
2023-05-18,1258.599976,1259.650024,1242.449951,1246.000000,1197.651978,6948732
2023-05-19,1256.050049,1273.300049,1252.800049,1268.900024,1219.663452,11094136
2023-05-22,1272.949951,1295.599976,1270.250000,1292.800049,1242.635986,7625947
2023-05-23,1299.199951,1314.150024,1297.050049,1300.050049,1249.604736,7436031
2023-05-24,1296.300049,1305.000000,1291.300049,1298.650024,1248.259155,4824077
2023-05-25,1294.500000,1307.000000,1289.250000,1304.349976,1253.737915,4334121
2023-05-26,1306.000000,1323.449951,1306.000000,1317.449951,1266.329468,5521606
2023-05-29,1332.699951,1332.699951,1309.849976,1314.400024,1263.397949,4419365
2023-05-30,1315.000000,1326.400024,1309.150024,1323.849976,1272.481201,6274719
2023-05-31,1319.849976,1331.099976,1314.150024,1318.300049,1267.146606,17800782
2023-06-01,1322.550049,1329.500000,1318.099976,1319.500000,1285.362793,4277841
2023-06-02,1309.000000,1312.900024,1296.050049,1299.000000,1282.401123,10909311
2023-06-05,1304.000000,1309.449951,1297.300049,1304.500000,1287.830933,5002553
2023-06-06,1288.599976,1288.599976,1273.000000,1279.000000,1262.656738,10008100
2023-06-07,1290.500000,1294.000000,1282.500000,1288.949951,1272.479492,5397578
2023-06-08,1286.199951,1292.000000,1281.099976,1282.800049,1266.408203,5034942
2023-06-09,1282.500000,1282.500000,1264.000000,1265.949951,1249.773438,5339073
2023-06-12,1273.500000,1295.699951,1273.000000,1291.949951,1275.441162,4785588
2023-06-13,1299.900024,1306.500000,1297.050049,1304.849976,1288.176392,4846587
2023-06-14,1306.349976,1306.699951,1293.199951,1300.400024,1283.783325,3457981
2023-06-15,1293.949951,1293.949951,1282.650024,1286.800049,1270.357056,6161155
2023-06-16,1287.000000,1301.500000,1281.050049,1291.650024,1275.145142,8536287
2023-06-19,1294.000000,1299.500000,1287.050049,1294.000000,1277.465088,4451787
2023-06-20,1294.000000,1305.000000,1291.099976,1303.400024,1286.744995,4009180
2023-06-21,1299.949951,1303.800049,1295.000000,1299.349976,1282.746704,4041529
2023-06-22,1289.400024,1289.400024,1273.500000,1281.550049,1265.174194,6676607
2023-06-23,1276.449951,1279.349976,1263.349976,1265.000000,1248.835571,7239467
2023-06-26,1270.250000,1274.000000,1262.250000,1270.349976,1254.117188,3403244
2023-06-27,1280.000000,1282.000000,1274.199951,1279.150024,1262.804810,3240024
2023-06-28,1279.150024,1279.150024,1279.150024,1279.150024,1262.804810,0
2023-06-30,1308.199951,1338.900024,1304.449951,1335.500000,1318.434814,12821692
2023-07-03,1330.000000,1346.000000,1328.449951,1333.699951,1316.657715,7732412
2023-07-04,1344.300049,1346.000000,1331.400024,1345.150024,1327.961426,5797775
2023-07-05,1357.849976,1357.949951,1341.000000,1347.300049,1330.083984,5414936
2023-07-06,1342.550049,1347.449951,1337.150024,1343.900024,1326.727417,5963897
2023-07-07,1334.000000,1345.800049,1325.349976,1330.199951,1313.202393,6295647
2023-07-10,1336.550049,1341.900024,1319.300049,1329.150024,1312.165894,3940315
2023-07-11,1333.449951,1350.900024,1327.000000,1348.599976,1331.367310,6126128
2023-07-12,1351.000000,1351.900024,1327.000000,1333.300049,1316.262939,8102770
2023-07-13,1334.900024,1376.800049,1330.849976,1365.099976,1347.656494,9977644
2023-07-14,1380.650024,1430.000000,1380.650024,1425.949951,1407.728882,12833381
2023-07-17,1425.949951,1458.949951,1414.300049,1422.949951,1404.767212,11569884
2023-07-18,1434.000000,1477.949951,1429.000000,1475.199951,1456.349609,16743977
2023-07-19,1486.000000,1498.800049,1460.699951,1474.949951,1456.102783,13687062
2023-07-20,1471.000000,1471.000000,1440.699951,1449.500000,1430.978027,8347221
2023-07-21,1320.199951,1350.000000,1305.000000,1331.599976,1314.584595,45548305
2023-07-24,1341.000000,1349.900024,1334.250000,1336.599976,1319.520630,8859789
2023-07-25,1337.000000,1342.849976,1324.250000,1334.599976,1317.546265,6801982
2023-07-26,1343.000000,1350.000000,1339.400024,1348.849976,1331.614136,5528885
2023-07-27,1358.599976,1363.800049,1347.050049,1353.150024,1335.859253,9191861
2023-07-28,1353.849976,1363.849976,1336.000000,1340.500000,1323.370850,6122735
2023-07-31,1348.750000,1357.500000,1333.250000,1355.699951,1338.376587,7902180
2023-08-01,1362.000000,1369.000000,1357.000000,1365.199951,1347.755249,6064652
2023-08-02,1369.300049,1371.949951,1348.449951,1356.849976,1339.511963,7419145
2023-08-03,1350.000000,1366.550049,1349.000000,1364.300049,1346.866821,6503741
2023-08-04,1368.900024,1385.900024,1362.000000,1378.349976,1360.737183,5712345
2023-08-07,1387.900024,1395.000000,1377.000000,1393.000000,1375.200073,3729093
2023-08-08,1392.849976,1393.550049,1384.400024,1390.199951,1372.435791,4161877
2023-08-09,1384.000000,1396.000000,1382.500000,1394.400024,1376.582153,4090828
2023-08-10,1391.599976,1395.800049,1385.599976,1389.099976,1371.349854,3873025
2023-08-11,1392.000000,1396.849976,1367.050049,1371.849976,1354.320313,5783517
2023-08-14,1371.849976,1395.000000,1365.599976,1393.550049,1375.743042,4304135
2023-08-16,1410.800049,1419.949951,1405.400024,1418.500000,1400.374146,7735313
2023-08-17,1420.000000,1420.000000,1406.000000,1411.550049,1393.513062,5618346
2023-08-18,1403.699951,1408.699951,1386.150024,1388.800049,1371.053711,5134103
2023-08-21,1389.750000,1407.000000,1387.150024,1405.400024,1387.441650,3032722
2023-08-22,1404.699951,1406.050049,1396.650024,1403.750000,1385.812622,2890714
2023-08-23,1416.000000,1416.599976,1405.650024,1407.949951,1389.958984,2559125
2023-08-24,1421.500000,1425.050049,1414.449951,1423.599976,1405.408936,5171963
2023-08-25,1413.000000,1422.500000,1411.400024,1420.099976,1401.953735,4307172
2023-08-28,1420.099976,1424.800049,1411.400024,1415.650024,1397.560669,3133464
2023-08-29,1424.000000,1424.400024,1415.300049,1417.650024,1399.535034,3074444
2023-08-30,1427.000000,1436.650024,1424.000000,1435.150024,1416.811401,3070887
2023-08-31,1435.150024,1444.900024,1428.650024,1435.449951,1417.107544,9792735
2023-09-01,1430.949951,1446.000000,1428.199951,1443.849976,1425.400269,3582133
2023-09-04,1443.000000,1470.000000,1434.699951,1465.099976,1446.378662,4609014
2023-09-05,1465.000000,1480.050049,1456.500000,1478.900024,1460.002441,5496840
2023-09-06,1481.900024,1482.900024,1463.300049,1477.449951,1458.570801,5075786
2023-09-07,1470.599976,1473.400024,1462.050049,1466.199951,1447.464600,4411743
2023-09-08,1463.500000,1474.750000,1460.199951,1469.599976,1450.821167,3125838
2023-09-11,1469.599976,1478.050049,1464.500000,1476.449951,1457.583618,4182226
2023-09-12,1482.500000,1504.000000,1477.099976,1501.099976,1481.918701,6793161
2023-09-13,1505.000000,1505.000000,1488.650024,1498.349976,1479.203857,4804686
2023-09-14,1505.000000,1512.550049,1499.150024,1506.949951,1487.693848,6444213
2023-09-15,1518.000000,1518.400024,1509.000000,1511.599976,1492.284546,8657816
2023-09-18,1504.900024,1504.900024,1488.000000,1491.800049,1472.737549,3991916
2023-09-20,1476.199951,1495.099976,1476.199951,1490.250000,1471.207397,4169337
2023-09-21,1486.550049,1504.550049,1476.000000,1501.750000,1482.560425,6779195
2023-09-22,1491.900024,1506.949951,1485.199951,1496.150024,1477.031982,5455613
2023-09-25,1489.849976,1489.849976,1471.550049,1474.150024,1455.313110,4217863
2023-09-26,1479.150024,1479.900024,1459.000000,1460.650024,1441.985596,3996528
2023-09-27,1456.000000,1469.599976,1450.050049,1467.000000,1448.254395,3863586
2023-09-28,1467.900024,1472.599976,1435.000000,1439.449951,1421.056396,5814602
2023-09-29,1432.099976,1446.800049,1416.000000,1435.449951,1417.107544,6068968
2023-10-03,1436.050049,1437.000000,1420.300049,1434.000000,1415.676147,4181867
2023-10-04,1425.000000,1449.949951,1418.199951,1444.349976,1425.893799,4510406
2023-10-05,1452.000000,1475.650024,1450.199951,1463.449951,1444.749756,7384621
2023-10-06,1469.500000,1484.500000,1463.300049,1478.699951,1459.804932,3598672
2023-10-09,1464.900024,1491.000000,1462.199951,1475.449951,1456.596436,3567552
2023-10-10,1483.900024,1497.000000,1469.099976,1495.150024,1476.044800,5688951
2023-10-11,1497.000000,1518.250000,1481.449951,1494.400024,1475.304321,7220129
2023-10-12,1491.900024,1504.400024,1452.000000,1465.500000,1446.773560,11081662
2023-10-13,1405.000000,1438.000000,1400.000000,1431.150024,1412.862549,17973439
2023-10-16,1432.099976,1443.599976,1430.000000,1434.150024,1415.824219,4850745
2023-10-17,1440.250000,1453.349976,1438.050049,1442.449951,1424.018066,3923764
2023-10-18,1442.000000,1454.000000,1438.349976,1440.550049,1422.142456,4264837
2023-10-19,1426.099976,1439.650024,1426.099976,1433.650024,1415.330566,6795691
2023-10-20,1430.000000,1438.500000,1425.250000,1427.250000,1409.012329,3928622
2023-10-23,1425.599976,1432.349976,1405.250000,1408.650024,1390.650024,2636516
2023-10-25,1399.000000,1402.550049,1361.300049,1370.050049,1370.050049,6940777
2023-10-26,1355.050049,1374.000000,1353.099976,1359.449951,1359.449951,6357656
2023-10-27,1363.650024,1385.000000,1363.650024,1380.349976,1380.349976,4634358
